0.8570	0.8600	0.8610
0.8610	0.8630	0.8600
0.8610	0.8600	0.8590
0.8595	0.8585	0.8590
0.8570	0.8580	0.8615
0.8585	0.8580	0.8570
0.8560	0.8565	0.8575
0.8585	0.8570	0.8560
0.8540	0.8540	0.8530
0.8540	0.8520	0.8530
0.8520	0.8520	0.8520
0.8540	0.8530	0.8520
0.8510	0.8510	0.8510
0.8510	0.8515	0.8510
0.8510	0.8500	0.8500
0.8510	0.8505	0.8500
0.8500	0.8500	0.8500
0.8500	0.8490	0.8500
0.8500	0.8500	0.8500
0.8500	0.8510	0.8520
0.8520	0.8510	0.8520
0.8530	0.8535	0.8540
