0.0165	0.0165	0.0165	0.0165	0.0165	0.0165	0.0175	0.0175	0.0175
0.0285	0.0285	0.0285	0.0270	0.0270	0.0270	0.0280	0.0280	0.0280
0.0355	0.0355	0.0355	0.0350	0.0350	0.0350	0.0350	0.0350	0.0350
0.0435	0.0435	0.0435	0.0435	0.0435	0.0435	0.0425	0.0425	0.0425
0.0515	0.0515	0.0515	0.0505	0.0505	0.0505	0.0500	0.0500	0.0500
0.0575	0.0575	0.0575	0.0565	0.0565	0.0565	0.0560	0.0560	0.0560
0.0645	0.0645	0.0645	0.0645	0.0645	0.0645	0.0630	0.0630	0.0630
0.0695	0.0695	0.0695	0.0695	0.0695	0.0695	0.0680	0.0680	0.0680
0.0745	0.0745	0.0745	0.0740	0.0740	0.0740	0.0735	0.0735	0.0735
0.0790	0.0790	0.0790	0.0780	0.0780	0.0780	0.0770	0.0770	0.0770
0.0830	0.0830	0.0830	0.0835	0.0835	0.0835	0.0820	0.0820	0.0820
0.0880	0.0880	0.0880	0.0865	0.0865	0.0865	0.0870	0.0870	0.0870
0.0915	0.0915	0.0915	0.0905	0.0905	0.0905	0.0900	0.0900	0.0900
0.0940	0.0940	0.0940	0.0935	0.0935	0.0935	0.0925	0.0925	0.0925
0.0980	0.0980	0.0980	0.0970	0.0970	0.0970	0.0965	0.0965	0.0965
0.1010	0.1010	0.1010	0.1005	0.1005	0.1005	0.1000	0.1000	0.1000
0.1025	0.1025	0.1025	0.1020	0.1020	0.1020	0.1010	0.1010	0.1010
0.1055	0.1055	0.1055	0.1060	0.1060	0.1060	0.1045	0.1045	0.1045
0.1080	0.1080	0.1080	0.1080	0.1080	0.1080	0.1070	0.1070	0.1070
0.0855	0.0855	0.0855	0.1105	0.1105	0.1105	0.1090	0.1090	0.1090
