0.0155	0.0155	0.0155	0.0160	0.0160	0.0160	0.0150	0.0150	0.0150	0.0150	0.0150	0.0150
0.0000	0.0000	0.0000	0.0225	0.0225	0.0225	0.0245	0.0245	0.0245	0.0230	0.0230	0.0230
0.0000	0.0000	0.0000	0.0285	0.0285	0.0285	0.0275	0.0275	0.0275	0.0290	0.0290	0.0290
0.0000	0.0000	0.0000	0.0310	0.0310	0.0310	0.0290	0.0290	0.0290	0.0315	0.0315	0.0315
0.0000	0.0000	0.0000	0.0370	0.0370	0.0370	0.0350	0.0350	0.0350	0.0380	0.0380	0.0380
0.0000	0.0000	0.0000	0.0400	0.0400	0.0400	0.0405	0.0405	0.0405	0.0425	0.0425	0.0425
0.0000	0.0000	0.0000	0.0480	0.0480	0.0480	0.0465	0.0465	0.0465	0.0480	0.0480	0.0480
0.0000	0.0000	0.0000	0.0485	0.0485	0.0485	0.0470	0.0470	0.0470	0.0495	0.0495	0.0495
0.0000	0.0000	0.0000	0.0510	0.0510	0.0510	0.0490	0.0490	0.0490	0.0510	0.0510	0.0510
0.0000	0.0000	0.0000	0.0520	0.0520	0.0520	0.0530	0.0530	0.0530	0.0560	0.0560	0.0560
0.0000	0.0000	0.0000	0.0600	0.0600	0.0600	0.0590	0.0590	0.0590	0.0610	0.0610	0.0610
0.0640	0.0640	0.0640	0.0665	0.0665	0.0665	0.0640	0.0640	0.0640	0.0670	0.0670	0.0670
0.0000	0.0000	0.0000	0.0695	0.0695	0.0695	0.0680	0.0680	0.0680	0.0700	0.0700	0.0700
0.0000	0.0000	0.0000	0.0715	0.0715	0.0715	0.0695	0.0695	0.0695	0.0705	0.0705	0.0705
0.0000	0.0000	0.0000	0.0735	0.0735	0.0735	0.0695	0.0695	0.0695	0.0720	0.0720	0.0720
0.0000	0.0000	0.0000	0.0745	0.0745	0.0745	0.0730	0.0730	0.0730	0.0745	0.0745	0.0745
0.0000	0.0000	0.0000	0.0745	0.0745	0.0745	0.0735	0.0735	0.0735	0.0760	0.0760	0.0760
0.0000	0.0000	0.0000	0.0775	0.0775	0.0775	0.0760	0.0760	0.0760	0.0775	0.0775	0.0775
0.0000	0.0000	0.0000	0.0810	0.0810	0.0810	0.0795	0.0795	0.0795	0.0815	0.0815	0.0815
0.0000	0.0000	0.0000	0.0845	0.0845	0.0845	0.0825	0.0825	0.0825	0.0845	0.0845	0.0845
