3953.7169 0.00003543 0.013
6458.6329 0.00006059 0.017
4505.3036 0.00012504 0.026
5341.177 0.0002269667 0.035
6393.4596 0.00037711 0.045
7849.3529 0.0005759867 0.056



