0.7845	0.785
0.7850	0.782
0.7850	0.7815
0.7795	0.778
0.7770	0.7765
0.7755	0.774
0.7740	0.774
0.7730	0.772
0.7720	0.772
0.7720	0.7705
0.7710	0.7705
0.7710	0.7715
0.7720	0.7705
0.7710	0.771
0.7715	0.772
0.7725	0.7725
0.7730	0.773
0.7730	0.773
0.7740	0.774
0.7745	0.775
0.7755	0.777
0.7770	0.7775
